breed,replicate_num,anon_id,gender,oi,ir,agr
Doberman Pinscher,26,DP0541,M,0.2366,-0.2012,0.0475
Doberman Pinscher,26,DP0543,F,0.1909,0.2488,-0.04369
Doberman Pinscher,26,DP0544,M,0.3623,-0.1404,-0.120687
Doberman Pinscher,26,DP0545,M,0.3491,-0.0929,-0.123093
Doberman Pinscher,26,DP0546,M,0.2488,-0.0142,-0.016498
Doberman Pinscher,26,DP0547,M,0.2891,0.1582,-0.100921
Doberman Pinscher,26,DP0549,F,0.1061,-0.0567,0.137991
Doberman Pinscher,26,DP0554,F,0.2996,0.1917,-0.115172
Doberman Pinscher,26,DP0559,F,0.1788,0.3249,-0.07441
Doberman Pinscher,26,DP0564,F,0.1953,0.1986,-0.046561
Doberman Pinscher,26,DP0565,M,0.1987,0.2248,-0.010611
Doberman Pinscher,26,DP0576,M,0.4242,0.1264,-0.21998
Doberman Pinscher,26,DP0579,F,0.2081,0.3512,-0.133018
Doberman Pinscher,26,DP0585,F,0.3553,0.0601,-0.130294
Doberman Pinscher,26,DP0586,M,0.2193,-0.0713,-0.006124
Doberman Pinscher,26,DP0589,F,0.2861,-0.0626,-0.023584
Doberman Pinscher,26,DP0590,F,0.2861,0.0072,-0.055083
Doberman Pinscher,26,DP0591,M,0.5266,-0.2602,-0.158052
Doberman Pinscher,26,DP0596,F,0.2585,-0.0635,0.001303
Doberman Pinscher,26,DP0597,F,0.2667,0.3605,-0.15297
Doberman Pinscher,26,DP0599,M,0.1788,0.0939,0.025007
Doberman Pinscher,26,DP0603,M,0.1275,0.0802,0.060659
Doberman Pinscher,26,DP0607,M,0.403,-0.1885,-0.112624
Doberman Pinscher,26,DP0611,M,0.1788,-0.0633,0.046752
Doberman Pinscher,26,DP0617,F,0.2629,0.1009,-0.117318
Doberman Pinscher,26,DP0619,F,0.1987,0.1895,-0.029094
Doberman Pinscher,26,DP0622,F,0.2944,0.0767,-0.082427
Doberman Pinscher,26,DP0628,F,0.2325,0.0048,-0.0099
Doberman Pinscher,26,DP0630,M,0.2118,-0.0023,0.031374
Doberman Pinscher,26,DP0632,M,0.2715,0.0662,-0.075666
Doberman Pinscher,26,DP0633,F,0.197,0.3244,-0.083134
Doberman Pinscher,26,DP0640,M,0.2193,-0.2979,0.076888
Doberman Pinscher,26,DP0647,M,0.3049,-0.0683,-0.051821
Doberman Pinscher,26,DP0651,M,0.2861,0.2481,-0.16266
Doberman Pinscher,26,DP0654,F,0.1079,0.3033,-0.020771
Doberman Pinscher,26,DP0659,F,0.1677,-0.157,0.080998
Doberman Pinscher,26,DP0661,M,0.1623,0.2868,-0.020768
Doberman Pinscher,26,DP0665,M,0.2156,-0.0756,0.014324
Doberman Pinscher,26,DP0674,F,0.3182,0.1522,-0.143512
Doberman Pinscher,26,DP0676,M,0.3352,-0.3351,0.028535
Doberman Pinscher,26,DP0685,F,0.1818,0.0873,0.085929
Doberman Pinscher,26,DP0687,M,0.1596,-0.0596,0.079005
Doberman Pinscher,26,DP0691,F,0.2496,-0.0194,0.003304
Doberman Pinscher,26,DP0697,F,0.2366,-0.1146,0.06095
Doberman Pinscher,26,DP0700,M,0.1623,0.0959,0.033855
Doberman Pinscher,26,DP0703,F,0.2054,0.0822,-0.04777
Doberman Pinscher,26,DP0705,F,0.2674,-0.1392,0.033389
Doberman Pinscher,26,DP0715,F,0.1848,-0.1074,0.065918
Doberman Pinscher,26,DP0716,F,0.1848,-0.0256,0.047461
Doberman Pinscher,26,DP0718,F,0.202,-0.002,0.03751
Doberman Pinscher,26,DP0725,M,0.2325,0.0731,-0.003649
Doberman Pinscher,26,DP0729,M,0.2407,-0.042,0.030223
Doberman Pinscher,26,DP0732,F,0.2118,0.215,-0.054676
Doberman Pinscher,26,DP0734,F,0.1953,0.2932,-0.03286
Doberman Pinscher,26,DP0737,M,0.2156,0.0114,0.039026
Doberman Pinscher,26,DP0738,F,0.2325,-0.0421,-0.00482
Doberman Pinscher,26,DP0743,F,0.1886,-0.2146,0.148575
Doberman Pinscher,26,DP0749,F,0.2996,-0.0218,-0.072927
Doberman Pinscher,26,DP0755,M,0.2054,-0.2905,0.08004
Doberman Pinscher,26,DP0756,M,0.2118,0.1724,0.017512
Doberman Pinscher,26,DP0762,F,0.2304,0.2161,-0.09133
Doberman Pinscher,26,DP0769,M,0.2156,0.2516,-0.06288
Doberman Pinscher,26,DP0778,F,0.2667,-0.0304,-0.000684
Doberman Pinscher,26,DP0779,F,0.2407,0.001,-0.027846
Doberman Pinscher,26,DP0782,F,0.2081,-0.0007,0.014615
Doberman Pinscher,26,DP0793,M,0.3887,0.0484,-0.201496
Doberman Pinscher,26,DP0798,F,0.1848,0.199,-0.075762
Doberman Pinscher,26,DP0808,F,0.2496,0.0733,0.002189
Doberman Pinscher,26,DP0815,M,0.1953,0.0821,-0.038127
Doberman Pinscher,26,DP0818,F,0.2156,-0.1118,0.005323
Doberman Pinscher,26,DP0822,F,0.2156,0.32,-0.062866
Doberman Pinscher,26,DP0829,F,0.1569,-0.0266,0.120355
Doberman Pinscher,26,DP0837,M,0.1953,0.1722,0.009391
Doberman Pinscher,26,DP0841,F,0.2667,-0.0539,-0.032991
Doberman Pinscher,26,DP0847,F,0.1483,0.1967,0.03455
Doberman Pinscher,26,DP0855,M,0.1212,0.1269,0.100251
Doberman Pinscher,26,DP0857,F,0.2121,0.1288,-0.061852
Doberman Pinscher,26,DP0858,M,0.3182,0.0751,-0.140329
Doberman Pinscher,26,DP0859,F,0.1919,-0.0101,0.055758
Doberman Pinscher,27,DP0008,F,0.1507,0.1355,-0.025467
Doberman Pinscher,27,DP0010,F,0.3818,0.3476,-0.298279
Doberman Pinscher,27,DP0014,M,0.2407,-0.0567,-0.046883
Doberman Pinscher,27,DP0029,M,0.2407,0.1639,-0.06333
Doberman Pinscher,27,DP0032,F,0.1818,-0.007,0.063799
Doberman Pinscher,27,DP0040,F,0.2407,0.0266,-0.032548
Doberman Pinscher,27,DP0042,M,0.2718,-0.0013,-0.077123
Doberman Pinscher,27,DP0043,M,0.1848,0.1363,-0.029873
Doberman Pinscher,27,DP0046,F,0.2909,-0.0385,-0.090839
Doberman Pinscher,27,DP0051,M,0.2366,-0.1633,-0.018934
Doberman Pinscher,27,DP0056,M,0.1788,0.0711,0.017842
Doberman Pinscher,27,DP0057,M,0.2325,-0.0256,0.015124
Doberman Pinscher,27,DP0058,M,0.1848,0.1728,-0.048622
Doberman Pinscher,27,DP0060,F,0.3689,0.1571,-0.21657
Doberman Pinscher,27,DP0065,M,0.202,-0.099,0.014567
Doberman Pinscher,27,DP0071,F,0.2812,-0.0491,-0.049049
Doberman Pinscher,27,DP0079,M,0.1623,-0.1221,0.058386
Doberman Pinscher,27,DP0080,F,0.2674,0.0892,-0.14222
Doberman Pinscher,27,DP0083,M,0.2448,-0.0036,-0.002719
Doberman Pinscher,27,DP0085,M,0.3295,-0.1973,-0.034045
Doberman Pinscher,27,DP0091,M,0.1677,-0.1019,0.045811
Doberman Pinscher,27,DP0097,F,0.1788,0.1895,-0.0407
Doberman Pinscher,27,DP0105,M,0.2156,0.3749,-0.098782
Doberman Pinscher,27,DP0106,M,0.3006,-0.0824,-0.144054
Doberman Pinscher,27,DP0107,M,0.2284,0.3862,-0.090052
Doberman Pinscher,27,DP0110,F,0.202,-0.0216,-0.026651
Doberman Pinscher,27,DP0115,M,0.1788,0.0967,-0.024872
Doberman Pinscher,27,DP0120,M,0.4242,0.0367,-0.178812
Doberman Pinscher,27,DP0123,F,0.1987,0.2106,-0.072651
Doberman Pinscher,27,DP0126,M,0.1732,0.0457,0.029149
Doberman Pinscher,27,DP0129,M,0.1483,0.0466,0.036664
Doberman Pinscher,27,DP0131,F,0.4944,0.1614,-0.308378
Doberman Pinscher,27,DP0136,F,0.1275,0.0754,0.08321
Doberman Pinscher,27,DP0141,F,0.1758,0.0041,0.024515
Doberman Pinscher,27,DP0144,M,0.2341,0.2027,-0.118402
Doberman Pinscher,27,DP0145,M,0.223,-0.2136,0.022442
Doberman Pinscher,27,DP0151,F,0.2267,0.0542,-0.047769
Doberman Pinscher,27,DP0153,M,0.2121,-0.1854,0.065967
Doberman Pinscher,27,DP0171,M,0.3623,-0.1429,-0.108852
Doberman Pinscher,27,DP0186,F,0.2267,0.3078,-0.204418
Doberman Pinscher,27,DP0188,M,0.1459,0.0241,0.080929
Doberman Pinscher,27,DP0193,F,0.2284,-0.0391,0.001596
Doberman Pinscher,27,DP0199,M,0.202,-0.0271,0.030214
Doberman Pinscher,27,DP0201,F,0.2996,0.0145,-0.096456
Doberman Pinscher,27,DP0203,M,0.165,0.3023,-0.055806
Doberman Pinscher,27,DP0204,F,0.115,0.2131,0.009249
Doberman Pinscher,27,DP0206,M,0.2448,-0.0133,-0.0496
Doberman Pinscher,27,DP0208,F,0.1848,-0.014,-0.061418
Doberman Pinscher,27,DP0218,F,0.2652,0.3075,-0.166841
Doberman Pinscher,27,DP0219,F,0.1338,0.1478,-0.036216
Doberman Pinscher,27,DP0227,F,0.1788,0.2946,-0.012739
Doberman Pinscher,27,DP0229,F,0.2407,-0.0122,-0.046717
Doberman Pinscher,27,DP0230,F,0.1705,-0.1045,0.03317
Doberman Pinscher,27,DP0233,F,0.1879,0.0487,-0.043613
Doberman Pinscher,27,DP0241,F,0.1483,0.1326,-0.046198
Doberman Pinscher,27,DP0248,F,0.2909,0.333,-0.196895
Doberman Pinscher,27,DP0253,M,0.415,0.0893,-0.250489
Doberman Pinscher,27,DP0254,M,0.165,0.1287,-0.00012
Doberman Pinscher,27,DP0263,F,0.1531,0.2723,-0.083032
Doberman Pinscher,27,DP0264,M,0.2909,0.1681,-0.108363
Doberman Pinscher,27,DP0270,M,0.165,0.1319,-0.049788
Doberman Pinscher,27,DP0272,F,0.2366,-0.0294,0.011573
Doberman Pinscher,27,DP0275,F,0.1953,0.0133,0.036559
Doberman Pinscher,27,DP0277,M,0.2958,-0.2315,-0.044676
Doberman Pinscher,27,DP0278,F,0.2451,-0.1943,0.06344
Doberman Pinscher,27,DP0280,F,0.2496,-0.3714,0.102737
Doberman Pinscher,27,DP0283,M,0.2909,-0.0329,-0.107136
Doberman Pinscher,27,DP0284,F,0.1727,0.1858,-0.016669
Doberman Pinscher,27,DP0287,M,0.223,-0.1005,-0.010119
Doberman Pinscher,27,DP0297,F,0.2118,-0.0914,0.024277
Doberman Pinscher,27,DP0306,F,0.3101,-0.018,-0.103262
Doberman Pinscher,27,DP0317,F,0.2585,-0.1398,0.028134
Doberman Pinscher,27,DP0319,F,0.2407,-0.1371,0.014955
Doberman Pinscher,27,DP0323,M,0.1848,-0.0265,0.015897
Doberman Pinscher,27,DP0326,F,0.2366,0.1007,-0.054559
Doberman Pinscher,27,DP0328,F,0.1879,0.2409,-0.035479
Doberman Pinscher,27,DP0331,F,0.3953,-0.1621,-0.139501
Doberman Pinscher,27,DP0345,M,0.1338,-0.0314,0.107925
Doberman Pinscher,27,DP0350,F,0.4376,0.2442,-0.287131
Doberman Pinscher,27,DP0352,M,0.1254,0.4119,-0.052917
Doberman Pinscher,27,DP0356,M,0.2118,0.1252,-0.022834
Doberman Pinscher,27,DP0357,F,0.1848,-0.1856,0.09762
Doberman Pinscher,27,DP0365,M,0.343,-0.0616,-0.073915
Doberman Pinscher,27,DP0375,M,0.1317,0.1472,-0.024877
Doberman Pinscher,27,DP0377,F,0.2325,0.0241,-0.032421
Doberman Pinscher,27,DP0382,M,0.1909,-0.0021,-0.021231
Doberman Pinscher,27,DP0396,F,0.5515,-0.2121,-0.257825
Doberman Pinscher,27,DP0400,M,0.1788,0.2535,-0.036997
Doberman Pinscher,27,DP0405,M,0.2267,0.2185,-0.102199
Doberman Pinscher,27,DP0413,F,0.2909,-0.0564,-0.09892
Doberman Pinscher,27,DP0418,F,0.1115,0.2069,0.026789
Doberman Pinscher,27,DP0419,M,0.1623,0.4376,-0.110961
Doberman Pinscher,27,DP0421,F,0.2121,0.1446,-0.050181
Doberman Pinscher,27,DP0423,M,0.1459,0.0206,0.063896
Doberman Pinscher,27,DP0424,M,0.202,0.2619,-0.096219
Doberman Pinscher,27,DP0425,M,0.1818,-0.1209,0.101789
Doberman Pinscher,27,DP0430,M,0.1435,0.1093,0.024846
Doberman Pinscher,27,DP0433,F,0.257,0.0032,-0.054337
Doberman Pinscher,27,DP0434,M,0.1677,-0.0691,0.107108
Doberman Pinscher,27,DP0435,F,0.223,0.2987,-0.134647
Doberman Pinscher,27,DP0437,F,0.1507,0.1891,-0.066043
Doberman Pinscher,27,DP0441,M,0.2366,-0.0164,-0.007262
Doberman Pinscher,27,DP0445,F,0.2764,-0.0617,-0.020718
Doberman Pinscher,27,DP0450,F,0.2081,0.1605,-0.041946
Doberman Pinscher,27,DP0455,F,0.2118,0.1569,-0.062963
Doberman Pinscher,27,DP0458,M,0.2448,-0.2086,0.014713
Doberman Pinscher,27,DP0459,F,0.1786,0.3365,-0.139656
Doberman Pinscher,27,DP0460,M,0.0955,0.3334,-0.014621
Doberman Pinscher,27,DP0469,M,0.2812,0.0917,-0.119458
Doberman Pinscher,27,DP0473,M,0.2054,-0.1813,0.077034
Doberman Pinscher,27,DP0478,F,0.2448,0.0058,-0.056107
Doberman Pinscher,27,DP0491,M,0.3675,-0.0904,-0.123177
Doberman Pinscher,27,DP0498,M,0.1623,0.1437,0.074892
Doberman Pinscher,27,DP0499,F,0.2448,-0.0663,-0.007752
Doberman Pinscher,27,DP0501,M,0.1818,0.2277,0.004437
Doberman Pinscher,27,DP0509,F,0.1987,0.1338,-0.079563
Doberman Pinscher,27,DP0512,M,0.3101,-0.0831,-0.07137
Doberman Pinscher,27,DP0518,M,0.2156,0.195,-0.061593
Doberman Pinscher,27,DP0523,M,0.2267,0.1191,-0.059813
Doberman Pinscher,27,DP0528,M,0.2325,0.1532,-0.014888
Doberman Pinscher,27,DP0529,F,0.1623,-0.229,0.108448
Doberman Pinscher,27,DP0534,F,0.1677,0.1842,-0.031986
Doberman Pinscher,27,DP0536,F,0.1623,0.2205,0.013419
Doberman Pinscher,27,DP0537,F,0.115,0.364,-0.081036
Doberman Pinscher,27,DP0539,M,0.2366,-0.1396,0.036361
Doberman Pinscher,27,DP0540,F,0.1483,-0.0899,0.094837
Doberman Pinscher,27,DP0553,M,0.1411,0.033,0.069877
Doberman Pinscher,27,DP0557,F,0.2996,0.2538,-0.154784
Doberman Pinscher,27,DP0561,F,0.2156,0.0222,0.002652
Doberman Pinscher,27,DP0572,M,0.2674,0.366,-0.179756
Doberman Pinscher,27,DP0586,M,0.1848,-0.0794,0.003422
Doberman Pinscher,27,DP0590,F,0.3049,0.0119,-0.067703
Doberman Pinscher,27,DP0592,M,0.2081,-0.2083,0.063244
Doberman Pinscher,27,DP0594,M,0.254,0.1463,-0.033184
Doberman Pinscher,27,DP0599,M,0.1296,0.0887,0.02913
Doberman Pinscher,27,DP0604,M,0.3953,-0.1858,-0.120924
Doberman Pinscher,27,DP0605,M,0.2448,-0.287,0.031395
Doberman Pinscher,27,DP0606,M,0.3239,0.1361,-0.156263
Doberman Pinscher,27,DP0609,M,0.1987,0.0253,-0.025264
Doberman Pinscher,27,DP0612,F,0.165,-0.0212,0.043619
Doberman Pinscher,27,DP0616,M,0.2156,-0.2118,0.069051
Doberman Pinscher,27,DP0620,F,0.1317,0.0925,0.035555
Doberman Pinscher,27,DP0621,M,0.1788,-0.1109,0.059622
Doberman Pinscher,27,DP0624,F,0.3553,-0.0965,-0.102382
Doberman Pinscher,27,DP0625,F,0.2325,0.3501,-0.114899
Doberman Pinscher,27,DP0626,M,0.2448,-0.1433,0.008947
Doberman Pinscher,27,DP0638,F,0.1987,0.0806,0.007365
Doberman Pinscher,27,DP0640,M,0.2366,-0.2976,0.075188
Doberman Pinscher,27,DP0650,M,0.1317,0.0579,0.068851
Doberman Pinscher,27,DP0660,F,0.1758,0.3973,-0.14976
Doberman Pinscher,27,DP0661,M,0.097,0.277,-0.005609
Doberman Pinscher,27,DP0663,M,0.5108,-0.0844,-0.223208
Doberman Pinscher,27,DP0672,F,0.1953,-0.0571,0.049882
Doberman Pinscher,27,DP0675,F,0.2118,-0.2297,0.067424
Doberman Pinscher,27,DP0679,F,0.2674,-0.1354,-0.00149
Doberman Pinscher,27,DP0681,F,0.2407,0.0804,-0.025895
Doberman Pinscher,27,DP0682,M,0.1115,0.2861,0.013661
Doberman Pinscher,27,DP0689,F,0.1705,0.0142,0.017132
Doberman Pinscher,27,DP0698,M,0.2366,0.3281,-0.119516
Doberman Pinscher,27,DP0702,M,0.1531,-0.1641,0.098253
Doberman Pinscher,27,DP0705,F,0.2674,-0.14,0.027831
Doberman Pinscher,27,DP0707,M,0.1818,-0.1109,0.054981
Doberman Pinscher,27,DP0712,F,0.396,-0.0712,-0.164157
Doberman Pinscher,27,DP0721,F,0.2366,0.0254,-0.035727
Doberman Pinscher,27,DP0722,F,0.1596,-0.0279,0.080221
Doberman Pinscher,27,DP0727,F,0.2267,-0.0234,-0.027922
Doberman Pinscher,27,DP0730,M,0.2674,0.0419,-0.078987
Doberman Pinscher,27,DP0731,M,0.1705,0.1974,-0.030513
Doberman Pinscher,27,DP0735,M,0.223,0.3152,-0.102352
Doberman Pinscher,27,DP0736,M,0.2807,-0.0142,-0.101535
Doberman Pinscher,27,DP0749,F,0.2812,-0.0268,-0.065731
Doberman Pinscher,27,DP0750,M,0.2909,0.1808,-0.129197
Doberman Pinscher,27,DP0751,F,0.1758,0.0136,-0.013588
Doberman Pinscher,27,DP0757,F,0.1623,0.4824,-0.078643
Doberman Pinscher,27,DP0759,F,0.2304,0.2964,-0.101273
Doberman Pinscher,27,DP0762,F,0.2121,0.2138,-0.087306
Doberman Pinscher,27,DP0763,M,0.2304,0.3044,-0.156257
Doberman Pinscher,27,DP0765,M,0.2715,-0.1675,-0.013887
Doberman Pinscher,27,DP0768,M,0.2267,0.1861,-0.139217
Doberman Pinscher,27,DP0770,M,0.2488,0.0579,-0.089479
Doberman Pinscher,27,DP0773,F,0.1727,0.0202,0.019179
Doberman Pinscher,27,DP0790,M,0.1296,0.0841,0.078288
Doberman Pinscher,27,DP0793,M,0.3798,0.0408,-0.192904
Doberman Pinscher,27,DP0801,M,0.2193,0.3023,-0.10447
Doberman Pinscher,27,DP0804,M,0.2366,-0.0756,0.00296
Doberman Pinscher,27,DP0808,F,0.2366,0.0798,-0.013625
Doberman Pinscher,27,DP0810,M,0.3369,-0.0582,-0.105486
Doberman Pinscher,27,DP0813,F,0.2193,0.0937,-0.037207
Doberman Pinscher,27,DP0817,F,0.2611,0.0759,-0.080913
Doberman Pinscher,27,DP0819,F,0.2496,-0.0308,-0.022991
Doberman Pinscher,27,DP0822,F,0.1848,0.3188,-0.064907
Doberman Pinscher,27,DP0826,F,0.2909,-0.1085,-0.011843
Doberman Pinscher,27,DP0829,F,0.1275,-0.0233,0.108564
Doberman Pinscher,27,DP0838,F,0.1338,0.2613,-0.05744
Doberman Pinscher,27,DP0840,M,0.2284,0.1573,-0.084831
Doberman Pinscher,27,DP0841,F,0.254,-0.0553,-0.035301
Doberman Pinscher,27,DP0844,F,0.1705,0.0795,-0.022501
Doberman Pinscher,27,DP0851,F,0.165,0.0028,0.018855
Doberman Pinscher,27,DP0857,F,0.2341,0.1288,-0.075978
Doberman Pinscher,27,DP0858,M,0.2629,0.0719,-0.138783
Doberman Pinscher,28,DP0001,M,0.1953,0.2928,-0.041938
Doberman Pinscher,28,DP0003,F,0.1133,0.0642,0.068254
Doberman Pinscher,28,DP0004,F,0.2529,-0.0304,-0.020031
Doberman Pinscher,28,DP0012,F,0.2193,-0.0634,-0.006392
Doberman Pinscher,28,DP0015,F,0.2407,0.1075,-0.125202
Doberman Pinscher,28,DP0017,M,0.2121,-0.0443,0.02604
Doberman Pinscher,28,DP0018,F,0.2121,-0.1698,0.06845
Doberman Pinscher,28,DP0019,M,0.3409,-0.1281,-0.138087
Doberman Pinscher,28,DP0022,M,0.2448,0.1069,-0.084568
Doberman Pinscher,28,DP0024,F,0.202,-0.1289,0.01409
Doberman Pinscher,28,DP0032,F,0.1848,-0.0107,0.053078
Doberman Pinscher,28,DP0036,M,0.1623,0.2147,0.00561
Doberman Pinscher,28,DP0049,M,0.2284,-0.0091,-0.038618
Doberman Pinscher,28,DP0050,F,0.1848,-0.026,-0.04311
Doberman Pinscher,28,DP0056,M,0.1507,0.047,0.041326
Doberman Pinscher,28,DP0060,F,0.3182,0.1401,-0.205417
Doberman Pinscher,28,DP0062,M,0.1953,-0.0593,0.013481
Doberman Pinscher,28,DP0063,F,0.1411,0.2238,-0.015816
Doberman Pinscher,28,DP0071,F,0.2488,-0.0501,-0.078461
Doberman Pinscher,28,DP0072,M,0.165,0.246,-0.07945
Doberman Pinscher,28,DP0086,F,0.1788,0.2113,-0.056725
Doberman Pinscher,28,DP0089,F,0.1623,0.0319,0.053061
Doberman Pinscher,28,DP0096,F,0.1758,0.1847,-0.081504
Doberman Pinscher,28,DP0099,M,0.2585,0.1205,-0.093552
Doberman Pinscher,28,DP0105,M,0.1483,0.3663,-0.101774
Doberman Pinscher,28,DP0106,M,0.3614,-0.0922,-0.160703
Doberman Pinscher,28,DP0139,F,0.1788,0.3211,-0.105021
Doberman Pinscher,28,DP0147,M,0.223,-0.1264,0.028922
Doberman Pinscher,28,DP0148,M,0.2674,0.1788,-0.160857
Doberman Pinscher,28,DP0154,F,0.2448,0.2343,-0.183545
Doberman Pinscher,28,DP0161,F,0.3675,0.0154,-0.164447
Doberman Pinscher,28,DP0162,M,0.2407,-0.0689,-0.073584
Doberman Pinscher,28,DP0170,F,0.1732,0.2946,-0.066004
Doberman Pinscher,28,DP0174,F,0.1732,-0.0058,-0.001447
Doberman Pinscher,28,DP0180,F,0.1848,0.3018,-0.054393
Doberman Pinscher,28,DP0183,F,0.3409,0.1069,-0.086593
Doberman Pinscher,28,DP0184,M,0.2118,0.2002,-0.102326
Doberman Pinscher,28,DP0191,M,0.1879,0.0814,-0.020574
Doberman Pinscher,28,DP0196,F,0.2304,-0.2065,0.042743
Doberman Pinscher,28,DP0202,F,0.2718,0.0961,-0.118036
Doberman Pinscher,28,DP0203,M,0.165,0.3001,-0.070396
Doberman Pinscher,28,DP0211,F,0.1909,0.1285,-0.042332
Doberman Pinscher,28,DP0220,M,0.2407,-0.1127,0.003345
Doberman Pinscher,28,DP0224,M,0.1596,0.283,-0.045114
Doberman Pinscher,28,DP0233,F,0.223,0.0537,-0.075067
Doberman Pinscher,28,DP0235,F,0.254,-0.1922,-0.000494
Doberman Pinscher,28,DP0250,F,0.202,0.0627,-0.074869
Doberman Pinscher,28,DP0259,M,0.3154,-0.061,-0.104829
Doberman Pinscher,28,DP0264,M,0.3154,0.1693,-0.139979
Doberman Pinscher,28,DP0265,M,0.1818,0.0055,0.012594
Doberman Pinscher,28,DP0267,M,0.1818,0.0051,-0.020766
Doberman Pinscher,28,DP0268,M,0.2156,0.2624,-0.12787
Doberman Pinscher,28,DP0270,M,0.165,0.134,-0.071196
Doberman Pinscher,28,DP0274,M,0.2996,-0.0604,-0.122183
Doberman Pinscher,28,DP0279,M,0.2407,-0.0304,-0.008339
Doberman Pinscher,28,DP0293,F,0.3049,-0.2737,0.017362
Doberman Pinscher,28,DP0296,M,0.254,-0.0433,-0.005017
Doberman Pinscher,28,DP0301,F,0.2944,-0.1577,-0.061087
Doberman Pinscher,28,DP0307,F,0.1953,0.4586,-0.181862
Doberman Pinscher,28,DP0310,M,0.165,0.1548,-0.054493
Doberman Pinscher,28,DP0311,F,0.2156,0.0778,-0.068515
Doberman Pinscher,28,DP0314,F,0.2448,-0.1587,0.025894
Doberman Pinscher,28,DP0318,M,0.1296,0.0276,0.080657
Doberman Pinscher,28,DP0321,F,0.1275,0.2376,-0.032525
Doberman Pinscher,28,DP0323,M,0.165,-0.0414,0.021036
Doberman Pinscher,28,DP0327,F,0.2054,0.5028,-0.15713
Doberman Pinscher,28,DP0328,F,0.1705,0.2359,-0.040352
Doberman Pinscher,28,DP0329,F,0.3409,-0.0998,-0.137248
Doberman Pinscher,28,DP0335,F,0.1275,0.0831,0.028326
Doberman Pinscher,28,DP0337,M,0.2958,-0.0554,-0.06192
Doberman Pinscher,28,DP0340,M,0.0635,0.1752,0.062564
Doberman Pinscher,28,DP0341,F,0.2674,0.1502,-0.11345
Doberman Pinscher,28,DP0348,M,0.1677,-0.0942,0.02483
Doberman Pinscher,28,DP0349,F,0.2284,-0.0042,0.028934
Doberman Pinscher,28,DP0353,M,0.2304,-0.026,-0.021065
Doberman Pinscher,28,DP0354,M,0.1677,0.2813,-0.036884
Doberman Pinscher,28,DP0355,F,0.358,-0.2811,-0.042246
Doberman Pinscher,28,DP0365,M,0.396,-0.0561,-0.102232
Doberman Pinscher,28,DP0366,F,0.1677,0.1914,-0.044896
Doberman Pinscher,28,DP0368,F,0.2366,-0.0871,-0.028599
Doberman Pinscher,28,DP0374,M,0.2366,0.0247,-0.103152
Doberman Pinscher,28,DP0383,M,0.2407,0.1387,-0.083845
Doberman Pinscher,28,DP0387,M,0.165,0.0549,-0.009667
Doberman Pinscher,28,DP0392,M,0.1677,0.0946,0.006193
Doberman Pinscher,28,DP0395,F,0.223,0.2374,-0.042901
Doberman Pinscher,28,DP0401,F,0.2996,-0.1926,-0.02523
Doberman Pinscher,28,DP0402,F,0.3409,0.0093,-0.186533
Doberman Pinscher,28,DP0406,F,0.1596,-0.1253,0.128552
Doberman Pinscher,28,DP0410,M,0.2156,0.0068,0.026112
Doberman Pinscher,28,DP0411,M,0.2267,0.0256,-0.105505
Doberman Pinscher,28,DP0416,M,0.2812,0.1339,-0.136015
Doberman Pinscher,28,DP0420,F,0.2304,0.0197,-0.078168
Doberman Pinscher,28,DP0430,M,0.1435,0.1034,0.01404
Doberman Pinscher,28,DP0432,F,0.165,0.1292,-0.024958
Doberman Pinscher,28,DP0436,M,0.1953,-0.1333,0.075573
Doberman Pinscher,28,DP0437,F,0.2325,0.1816,-0.071372
Doberman Pinscher,28,DP0442,M,0.223,-0.0713,0.016418
Doberman Pinscher,28,DP0445,F,0.2674,-0.073,-0.01881
Doberman Pinscher,28,DP0446,F,0.2121,0.0586,-0.059901
Doberman Pinscher,28,DP0460,M,0.1275,0.3379,-0.043929
Doberman Pinscher,28,DP0462,F,0.2054,-0.1883,0.047636
Doberman Pinscher,28,DP0467,M,0.2054,0.1216,-0.106742
Doberman Pinscher,28,DP0468,M,0.1275,0.0652,0.066101
Doberman Pinscher,28,DP0469,M,0.343,0.0971,-0.152022
Doberman Pinscher,28,DP0472,F,0.2891,0.0864,-0.026893
Doberman Pinscher,28,DP0474,F,0.1254,0.2625,-0.002153
Doberman Pinscher,28,DP0475,M,0.1623,0.1812,-0.042303
Doberman Pinscher,28,DP0476,F,0.223,0.281,-0.137491
Doberman Pinscher,28,DP0477,M,0.223,0.0854,-0.043903
Doberman Pinscher,28,DP0479,M,0.2081,-0.1886,0.093352
Doberman Pinscher,28,DP0481,F,0.2861,0.179,-0.196547
Doberman Pinscher,28,DP0483,M,0.5455,-0.098,-0.341069
Doberman Pinscher,28,DP0484,M,0.1623,0.4939,-0.103817
Doberman Pinscher,28,DP0489,M,0.1987,0.1387,-0.024865
Doberman Pinscher,28,DP0495,F,0.202,-0.1581,0.030155
Doberman Pinscher,28,DP0503,M,0.2366,-0.0445,-0.008756
Doberman Pinscher,28,DP0505,M,0.1531,0.0982,-0.001584
Doberman Pinscher,28,DP0511,M,0.2488,0.2898,-0.17624
Doberman Pinscher,28,DP0512,M,0.3207,-0.092,-0.08108
Doberman Pinscher,28,DP0513,M,0.2267,-0.1095,0.010378
Doberman Pinscher,28,DP0514,F,0.1848,0.1349,-0.0171
