breed,replicate_num,anon_id,gender,oi,ir,agr
Doberman Pinscher,3,DP0006,M,0.3675,-0.214,-0.072904
Doberman Pinscher,3,DP0011,F,0.2839,-0.0085,-0.060368
Doberman Pinscher,3,DP0023,F,0.1623,0.2343,-0.008877
Doberman Pinscher,3,DP0027,M,0.1758,0.103,0.028585
Doberman Pinscher,3,DP0029,M,0.2407,0.1588,-0.064511
Doberman Pinscher,3,DP0030,M,0.3182,-0.2059,-0.027994
Doberman Pinscher,3,DP0036,M,0.1596,0.2132,0.012933
Doberman Pinscher,3,DP0038,M,0.2284,0.2691,-0.096235
Doberman Pinscher,3,DP0040,F,0.2529,0.0255,-0.046475
Doberman Pinscher,3,DP0042,M,0.2909,-0.0149,-0.070319
Doberman Pinscher,3,DP0043,M,0.202,0.1504,-0.065671
Doberman Pinscher,3,DP0044,F,0.2891,0.1675,-0.113998
Doberman Pinscher,3,DP0048,M,0.2081,0.1823,-0.031249
Doberman Pinscher,3,DP0051,M,0.2585,-0.1638,-0.021736
Doberman Pinscher,3,DP0052,F,0.3798,-0.3316,-0.071832
Doberman Pinscher,3,DP0056,M,0.165,0.0595,0.022499
Doberman Pinscher,3,DP0058,M,0.2054,0.1691,-0.053106
Doberman Pinscher,3,DP0063,F,0.1758,0.2232,-0.008781
Doberman Pinscher,3,DP0066,F,0.1623,0.0379,0.04087
Doberman Pinscher,3,DP0067,F,0.1569,0.1835,-0.014483
Doberman Pinscher,3,DP0074,M,0.4935,-0.1104,-0.233359
Doberman Pinscher,3,DP0077,M,0.2088,0.2263,-0.015861
Doberman Pinscher,3,DP0080,F,0.2996,0.0845,-0.147558
Doberman Pinscher,3,DP0083,M,0.2304,-0.0151,0.000635
Doberman Pinscher,3,DP0084,F,0.1623,0.0542,0.027575
Doberman Pinscher,3,DP0088,M,0.2054,-0.1722,0.03852
Doberman Pinscher,3,DP0089,F,0.1623,0.0366,0.059841
Doberman Pinscher,3,DP0091,M,0.1879,-0.0946,0.027386
Doberman Pinscher,3,DP0096,F,0.2081,0.182,-0.062559
Doberman Pinscher,3,DP0106,M,0.343,-0.0931,-0.140734
Doberman Pinscher,3,DP0120,M,0.3675,0.0341,-0.187681
Doberman Pinscher,3,DP0131,F,0.4697,0.1523,-0.295893
Doberman Pinscher,3,DP0152,F,0.1459,0.3343,-0.029317
Doberman Pinscher,3,DP0154,F,0.2448,0.2408,-0.190981
Doberman Pinscher,3,DP0158,F,0.1909,0.2134,-0.064708
Doberman Pinscher,3,DP0165,F,0.2155,-0.1094,0.040216
Doberman Pinscher,3,DP0170,F,0.1531,0.2871,-0.039629
Doberman Pinscher,3,DP0173,F,0.165,0.4879,-0.111338
Doberman Pinscher,3,DP0175,F,0.1987,-0.0885,0.02639
Doberman Pinscher,3,DP0178,F,0.1788,0.0637,0.011408
Doberman Pinscher,3,DP0181,M,0.2812,-0.168,-0.021955
Doberman Pinscher,3,DP0195,F,0.1788,0.0608,0.020453
Doberman Pinscher,3,DP0197,M,0.2944,0.0283,-0.069548
Doberman Pinscher,3,DP0200,M,0.2996,0.0951,-0.10935
Doberman Pinscher,3,DP0203,M,0.165,0.3062,-0.084759
Doberman Pinscher,3,DP0208,F,0.2451,-0.007,-0.079147
Doberman Pinscher,3,DP0216,F,0.2054,-0.1608,0.068125
Doberman Pinscher,3,DP0223,M,0.223,-0.1893,0.094026
Doberman Pinscher,3,DP0226,F,0.3689,0.1217,-0.201804
Doberman Pinscher,3,DP0227,F,0.1338,0.2935,-0.015228
Doberman Pinscher,3,DP0228,M,0.3049,0.0594,-0.107615
Doberman Pinscher,3,DP0232,M,0.2812,-0.0548,-0.050536
Doberman Pinscher,3,DP0242,F,0.2118,0.1647,-0.08955
Doberman Pinscher,3,DP0244,F,0.1254,0.3357,-0.030352
Doberman Pinscher,3,DP0247,M,0.1079,0.4675,-0.037103
Doberman Pinscher,3,DP0250,F,0.2284,0.0681,-0.081805
Doberman Pinscher,3,DP0255,F,0.2193,0.0743,-0.025299
Doberman Pinscher,3,DP0259,M,0.3101,-0.0642,-0.087091
Doberman Pinscher,3,DP0262,M,0.2488,0.0333,-0.021209
Doberman Pinscher,3,DP0265,M,0.1848,0.0117,0.015661
Doberman Pinscher,3,DP0266,M,0.2156,0.2442,-0.108259
Doberman Pinscher,3,DP0273,M,0.2861,0.1994,-0.138896
Doberman Pinscher,3,DP0283,M,0.3101,-0.0412,-0.101648
Doberman Pinscher,3,DP0287,M,0.2267,-0.1074,-0.012447
Doberman Pinscher,3,DP0304,F,0.3295,0.1244,-0.182221
Doberman Pinscher,3,DP0319,F,0.2448,-0.139,0.009827
Doberman Pinscher,3,DP0320,F,0.2156,0.1807,-0.034044
Doberman Pinscher,3,DP0321,F,0.1596,0.2486,-0.044947
Doberman Pinscher,3,DP0322,M,0.2054,-0.0632,0.061057
Doberman Pinscher,3,DP0326,F,0.2448,0.095,-0.057187
Doberman Pinscher,3,DP0329,F,0.3553,-0.1041,-0.12096
Doberman Pinscher,3,DP0358,F,0.3259,0.0528,-0.158597
Doberman Pinscher,3,DP0361,M,0.2156,0.0798,-0.037772
Doberman Pinscher,3,DP0362,F,0.1886,0.1752,0.094846
Doberman Pinscher,3,DP0366,F,0.1879,0.1972,-0.053202
Doberman Pinscher,3,DP0367,F,0.2267,-0.0062,-0.055454
Doberman Pinscher,3,DP0368,F,0.2496,-0.0812,-0.032726
Doberman Pinscher,3,DP0370,F,0.2156,0.0312,-0.029428
Doberman Pinscher,3,DP0374,M,0.2496,0.0342,-0.1151
Doberman Pinscher,3,DP0379,F,0.1275,0.1403,0.057052
Doberman Pinscher,3,DP0387,M,0.1623,0.0617,-0.024035
Doberman Pinscher,3,DP0390,F,0.2891,0.0075,-0.07463
Doberman Pinscher,3,DP0391,M,0.165,0.153,-0.005071
Doberman Pinscher,3,DP0392,M,0.165,0.1001,0.003557
Doberman Pinscher,3,DP0397,M,0.3185,0.0409,-0.150155
Doberman Pinscher,3,DP0405,M,0.2786,0.2097,-0.110171
Doberman Pinscher,3,DP0419,M,0.1987,0.4341,-0.119183
Doberman Pinscher,3,DP0420,F,0.2448,0.0293,-0.085979
Doberman Pinscher,3,DP0423,M,0.1596,0.0187,0.062392
Doberman Pinscher,3,DP0427,M,0.1818,-0.1054,0.03051
Doberman Pinscher,3,DP0431,F,0.2944,-0.0233,-0.110293
Doberman Pinscher,3,DP0440,M,0.223,0.079,-0.049296
Doberman Pinscher,3,DP0448,F,0.2304,-0.2019,0.012813
Doberman Pinscher,3,DP0451,M,0.2448,-0.114,-0.017743
Doberman Pinscher,3,DP0453,M,0.3295,-0.1623,-0.070852
Doberman Pinscher,3,DP0458,M,0.2629,-0.2102,0.010614
Doberman Pinscher,3,DP0470,M,0.1275,0.1165,-0.014211
Doberman Pinscher,3,DP0479,M,0.1919,-0.1822,0.096433
Doberman Pinscher,3,DP0481,F,0.2812,0.1824,-0.194857
Doberman Pinscher,3,DP0484,M,0.1953,0.4963,-0.097915
Doberman Pinscher,3,DP0485,F,0.1879,0.1747,-0.034605
Doberman Pinscher,3,DP0488,F,0.3821,-0.3083,-0.036432
Doberman Pinscher,3,DP0498,M,0.1848,0.1392,0.06727
Doberman Pinscher,3,DP0506,F,0.202,-0.0585,0.048344
Doberman Pinscher,3,DP0522,M,0.5874,-0.278,-0.221753
Doberman Pinscher,3,DP0525,F,0.165,0.1066,0.014737
Doberman Pinscher,3,DP0526,M,0.2244,0.1064,0.02244
Doberman Pinscher,3,DP0528,M,0.2193,0.1527,-0.024486
Doberman Pinscher,3,DP0533,M,0.223,-0.0919,0.038395
Doberman Pinscher,3,DP0538,M,0.2996,-0.1809,-0.039096
Doberman Pinscher,3,DP0546,M,0.2861,-0.0105,-0.038114
Doberman Pinscher,3,DP0553,M,0.1788,0.0375,0.048823
Doberman Pinscher,3,DP0557,F,0.2629,0.2551,-0.171326
Doberman Pinscher,3,DP0564,F,0.165,0.1927,-0.045646
Doberman Pinscher,3,DP0565,M,0.1987,0.2229,-0.026398
Doberman Pinscher,3,DP0570,F,0.2718,-0.0238,-0.02149
Doberman Pinscher,3,DP0575,F,0.1788,-0.0095,0.03034
Doberman Pinscher,3,DP0576,M,0.447,0.1267,-0.239362
Doberman Pinscher,3,DP0580,F,0.3049,-0.2117,-0.065855
Doberman Pinscher,3,DP0581,M,0.1818,0.118,0.007031
Doberman Pinscher,3,DP0584,F,0.2909,-0.1438,0.002699
Doberman Pinscher,3,DP0593,F,0.2861,0.0856,-0.122282
Doberman Pinscher,3,DP0599,M,0.1953,0.0911,0.018389
Doberman Pinscher,3,DP0600,M,0.2629,-0.1137,-0.044974
Doberman Pinscher,3,DP0604,M,0.4242,-0.199,-0.117911
Doberman Pinscher,3,DP0607,M,0.4318,-0.1895,-0.128088
Doberman Pinscher,3,DP0609,M,0.2496,0.018,-0.024743
Doberman Pinscher,3,DP0614,F,0.2193,-0.037,0.013043
Doberman Pinscher,3,DP0615,M,0.2379,0.071,-0.094617
Doberman Pinscher,3,DP0617,F,0.2674,0.0935,-0.119783
Doberman Pinscher,3,DP0621,M,0.1758,-0.0997,0.033322
Doberman Pinscher,3,DP0623,F,0.2718,0.0216,-0.020639
Doberman Pinscher,3,DP0629,M,0.1483,-0.0344,0.073018
Doberman Pinscher,3,DP0631,F,0.202,-0.0519,-0.033197
Doberman Pinscher,3,DP0632,M,0.2715,0.0617,-0.086589
Doberman Pinscher,3,DP0633,F,0.1697,0.3223,-0.10121
Doberman Pinscher,3,DP0639,F,0.1569,-0.1358,0.163838
Doberman Pinscher,3,DP0645,F,0.2763,-0.1197,-0.085968
Doberman Pinscher,3,DP0646,M,0.1596,-0.0029,0.04437
Doberman Pinscher,3,DP0648,F,0.1275,0.0986,0.03389
Doberman Pinscher,3,DP0649,M,0.165,0.1032,0.008391
Doberman Pinscher,3,DP0651,M,0.3049,0.2465,-0.165448
Doberman Pinscher,3,DP0654,F,0.1388,0.3037,-0.032139
Doberman Pinscher,3,DP0661,M,0.1623,0.2769,-0.013817
Doberman Pinscher,3,DP0662,F,0.2629,0.025,-0.060418
Doberman Pinscher,3,DP0663,M,0.4782,-0.0809,-0.241324
Doberman Pinscher,3,DP0664,F,0.2156,0.0683,0.004602
Doberman Pinscher,3,DP0668,M,0.2448,-0.0417,0.036328
Doberman Pinscher,3,DP0671,M,0.2156,-0.062,0.025127
Doberman Pinscher,3,DP0672,F,0.2081,-0.0636,0.04929
Doberman Pinscher,3,DP0675,F,0.2667,-0.2303,0.057593
Doberman Pinscher,3,DP0680,F,0.1569,-0.0072,0.05373
Doberman Pinscher,3,DP0694,M,0.1507,-0.2712,0.155202
Doberman Pinscher,3,DP0696,F,0.2585,-0.0623,-0.033707
Doberman Pinscher,3,DP0697,F,0.2585,-0.1212,0.052714
Doberman Pinscher,3,DP0705,F,0.2958,-0.1381,0.014675
Doberman Pinscher,3,DP0710,F,0.2193,-0.0367,0.022802
Doberman Pinscher,3,DP0713,M,0.1727,0.2848,-0.036953
Doberman Pinscher,3,DP0718,F,0.2366,-0.0092,0.031364
Doberman Pinscher,3,DP0719,M,0.2715,0.0323,-0.114151
Doberman Pinscher,3,DP0721,F,0.2156,0.0083,-0.01442
Doberman Pinscher,3,DP0727,F,0.2812,-0.0115,-0.060597
Doberman Pinscher,3,DP0730,M,0.2674,0.0385,-0.086298
Doberman Pinscher,3,DP0738,F,0.2496,-0.0421,-0.020115
Doberman Pinscher,3,DP0740,M,0.2763,-0.1047,-0.010387
Doberman Pinscher,3,DP0741,F,0.2088,0.2682,-0.090417
Doberman Pinscher,3,DP0744,M,0.1507,0.2908,-0.028467
Doberman Pinscher,3,DP0745,F,0.2585,0.0821,-0.110965
Doberman Pinscher,3,DP0753,M,0.1411,0.1792,-0.011332
Doberman Pinscher,3,DP0759,F,0.2155,0.2967,-0.115337
Doberman Pinscher,3,DP0760,F,0.3295,-0.0909,-0.06099
Doberman Pinscher,3,DP0761,F,0.1542,0.0412,0.058498
Doberman Pinscher,3,DP0762,F,0.1909,0.208,-0.091022
Doberman Pinscher,3,DP0764,F,0.1987,0.0808,-0.045235
Doberman Pinscher,3,DP0765,M,0.2667,-0.1682,-0.023109
Doberman Pinscher,3,DP0769,M,0.1788,0.2381,-0.051865
Doberman Pinscher,3,DP0772,F,0.2812,0.1742,-0.170733
Doberman Pinscher,3,DP0774,M,0.1727,0.3708,-0.080193
Doberman Pinscher,3,DP0776,F,0.2674,0.0505,-0.047556
Doberman Pinscher,3,DP0777,M,0.2618,-0.1397,-0.034175
Doberman Pinscher,3,DP0782,F,0.2118,0.0096,-0.021006
Doberman Pinscher,3,DP0784,F,0.0955,0.1313,0.04834
Doberman Pinscher,3,DP0786,F,0.1758,0.181,-0.021873
Doberman Pinscher,3,DP0793,M,0.4172,0.0436,-0.215648
Doberman Pinscher,3,DP0794,M,0.115,0.273,0.007226
Doberman Pinscher,3,DP0801,M,0.1788,0.2886,-0.091569
Doberman Pinscher,3,DP0802,M,0.1788,0.1138,0.01159
Doberman Pinscher,3,DP0809,F,0.2267,0.2334,-0.037866
Doberman Pinscher,3,DP0810,M,0.2944,-0.0521,-0.118011
Doberman Pinscher,3,DP0817,F,0.2807,0.069,-0.080548
Doberman Pinscher,3,DP0832,M,0.202,0.2385,-0.021443
Doberman Pinscher,3,DP0836,F,0.2054,0.0932,-0.021618
Doberman Pinscher,3,DP0838,F,0.1848,0.2685,-0.090903
Doberman Pinscher,3,DP0839,M,0.2054,0.2043,-0.10818
Doberman Pinscher,3,DP0844,F,0.1987,0.0718,-0.01786
Doberman Pinscher,3,DP0846,M,0.2629,-0.2211,0.01119
Doberman Pinscher,3,DP0847,F,0.1317,0.1944,0.026966
Doberman Pinscher,3,DP0848,M,0.254,0.1143,-0.10569
Doberman Pinscher,3,DP0849,M,0.2156,-0.137,0.055867
Doberman Pinscher,4,DP0001,M,0.1705,0.2888,-0.025208
Doberman Pinscher,4,DP0002,F,0.2944,-0.0362,-0.058914
Doberman Pinscher,4,DP0003,F,0.1133,0.0695,0.075623
Doberman Pinscher,4,DP0005,F,0.2054,0.1484,-0.051544
Doberman Pinscher,4,DP0021,M,0.2121,0.0446,-0.078861
Doberman Pinscher,4,DP0028,F,0.1435,0.1558,0.031416
Doberman Pinscher,4,DP0032,F,0.165,-0.0119,0.066668
Doberman Pinscher,4,DP0040,F,0.2488,0.0276,-0.054625
Doberman Pinscher,4,DP0041,F,0.1727,0.061,0.000977
Doberman Pinscher,4,DP0042,M,0.2718,-0.0108,-0.071277
Doberman Pinscher,4,DP0043,M,0.1879,0.1425,-0.044245
Doberman Pinscher,4,DP0054,M,0.2667,0.2419,-0.152312
Doberman Pinscher,4,DP0062,M,0.2081,-0.0606,0.030208
Doberman Pinscher,4,DP0068,F,0.2718,-0.0589,-0.132917
Doberman Pinscher,4,DP0083,M,0.2088,-0.0036,-0.016715
Doberman Pinscher,4,DP0088,M,0.1705,-0.1753,0.048849
Doberman Pinscher,4,DP0092,F,0.2118,0.1414,-0.051539
Doberman Pinscher,4,DP0093,M,0.1483,0.1031,0.009227
Doberman Pinscher,4,DP0094,F,0.165,-0.1006,0.04202
Doberman Pinscher,4,DP0099,M,0.2088,0.1155,-0.065731
Doberman Pinscher,4,DP0100,M,0.2812,-0.2886,0.067553
Doberman Pinscher,4,DP0101,F,0.1483,-0.1437,0.074052
Doberman Pinscher,4,DP0107,M,0.1623,0.3767,-0.076706
Doberman Pinscher,4,DP0113,F,0.447,-0.01,-0.209525
Doberman Pinscher,4,DP0115,M,0.1953,0.088,-0.013312
Doberman Pinscher,4,DP0119,F,0.2529,0.1452,-0.168997
Doberman Pinscher,4,DP0123,F,0.1818,0.2025,-0.069144
Doberman Pinscher,4,DP0126,M,0.1705,0.0365,0.035285
Doberman Pinscher,4,DP0138,F,0.2193,0.0588,-0.088889
Doberman Pinscher,4,DP0147,M,0.2448,-0.1153,0.019696
Doberman Pinscher,4,DP0148,M,0.2891,0.1827,-0.157451
Doberman Pinscher,4,DP0150,M,0.1848,-0.0672,0.061488
Doberman Pinscher,4,DP0157,F,0.1623,0.0508,0.002692
Doberman Pinscher,4,DP0165,F,0.2267,-0.102,0.029762
Doberman Pinscher,4,DP0174,F,0.1879,0.001,-0.001673
Doberman Pinscher,4,DP0181,M,0.2718,-0.1747,-0.004933
Doberman Pinscher,4,DP0187,F,0.2267,0.2006,-0.092551
Doberman Pinscher,4,DP0189,F,0.2764,0.0717,-0.180598
Doberman Pinscher,4,DP0194,F,0.3352,-0.0065,-0.110593
Doberman Pinscher,4,DP0195,F,0.1459,0.0578,0.027619
Doberman Pinscher,4,DP0201,F,0.2812,0.0062,-0.088389
Doberman Pinscher,4,DP0222,F,0.223,0.1124,-0.0458
Doberman Pinscher,4,DP0226,F,0.4015,0.1197,-0.193841
Doberman Pinscher,4,DP0229,F,0.2407,-0.022,-0.039264
Doberman Pinscher,4,DP0230,F,0.2054,-0.1047,0.023428
Doberman Pinscher,4,DP0234,F,0.2585,0.1556,-0.10735
Doberman Pinscher,4,DP0247,M,0.0939,0.4641,-0.021375
Doberman Pinscher,4,DP0250,F,0.1953,0.0662,-0.071511
Doberman Pinscher,4,DP0252,M,0.1435,0.0552,0.02909
Doberman Pinscher,4,DP0264,M,0.2674,0.1611,-0.111694
Doberman Pinscher,4,DP0265,M,0.165,0.0084,0.024051
Doberman Pinscher,4,DP0271,M,0.115,0.1,0.043318
Doberman Pinscher,4,DP0272,F,0.254,-0.0344,0.006888
Doberman Pinscher,4,DP0273,M,0.2448,0.2029,-0.142209
Doberman Pinscher,4,DP0278,F,0.2284,-0.2008,0.066849
Doberman Pinscher,4,DP0283,M,0.2718,-0.0375,-0.101041
Doberman Pinscher,4,DP0287,M,0.2121,-0.0971,-0.029252
Doberman Pinscher,4,DP0288,F,0.1483,0.1661,-0.013246
Doberman Pinscher,4,DP0289,M,0.2325,0.4316,-0.110955
Doberman Pinscher,4,DP0291,F,0.2909,-0.0939,-0.025769
Doberman Pinscher,4,DP0292,M,0.3049,0.0168,-0.056384
Doberman Pinscher,4,DP0295,M,0.3553,-0.1186,-0.128653
Doberman Pinscher,4,DP0309,F,0.1569,-0.1567,0.103556
Doberman Pinscher,4,DP0315,M,0.2674,0.1447,-0.141878
Doberman Pinscher,4,DP0320,F,0.1919,0.1768,-0.019373
Doberman Pinscher,4,DP0323,M,0.1677,-0.0327,0.022768
Doberman Pinscher,4,DP0324,F,0.223,-0.1626,0.025661
Doberman Pinscher,4,DP0326,F,0.2496,0.0902,-0.050173
Doberman Pinscher,4,DP0332,F,0.2718,0.147,-0.159805
Doberman Pinscher,4,DP0344,F,0.3049,0.0266,-0.121959
Doberman Pinscher,4,DP0346,M,0.1987,-0.0574,0.01902
Doberman Pinscher,4,DP0347,F,0.1677,-0.2437,0.111785
Doberman Pinscher,4,DP0348,M,0.1705,-0.0826,0.023318
Doberman Pinscher,4,DP0357,F,0.165,-0.1996,0.11268
Doberman Pinscher,4,DP0358,F,0.2763,0.0616,-0.178433
Doberman Pinscher,4,DP0361,M,0.202,0.0703,-0.021848
Doberman Pinscher,4,DP0363,M,0.2193,0.2723,-0.122736
Doberman Pinscher,4,DP0365,M,0.3623,-0.0598,-0.083855
Doberman Pinscher,4,DP0366,F,0.1623,0.1936,-0.046437
Doberman Pinscher,4,DP0371,M,0.2529,-0.1871,-0.011545
Doberman Pinscher,4,DP0381,M,0.1411,0.0244,0.081081
Doberman Pinscher,4,DP0383,M,0.202,0.1349,-0.051763
Doberman Pinscher,4,DP0386,M,0.1483,-0.1282,0.096207
Doberman Pinscher,4,DP0387,M,0.2118,0.0612,-0.013248
Doberman Pinscher,4,DP0388,F,0.2861,0.0256,-0.096939
Doberman Pinscher,4,DP0401,F,0.2585,-0.2021,-0.003749
Doberman Pinscher,4,DP0409,F,0.2366,-0.1459,0.031548
Doberman Pinscher,4,DP0410,M,0.1919,0.0064,0.032499
Doberman Pinscher,4,DP0413,F,0.2718,-0.0516,-0.110121
Doberman Pinscher,4,DP0415,M,0.1115,0.1933,0.075559
Doberman Pinscher,4,DP0417,F,0.1727,-0.0105,0.034443
Doberman Pinscher,4,DP0424,M,0.1848,0.2569,-0.094041
Doberman Pinscher,4,DP0427,M,0.1818,-0.1127,0.050523
Doberman Pinscher,4,DP0430,M,0.1275,0.1004,0.034897
Doberman Pinscher,4,DP0431,F,0.2812,-0.03,-0.097004
Doberman Pinscher,4,DP0438,M,0.202,-0.0976,8.4e-05
Doberman Pinscher,4,DP0448,F,0.2629,-0.1988,0.013345
Doberman Pinscher,4,DP0449,F,0.1459,0.1808,0.001464
Doberman Pinscher,4,DP0460,M,0.1275,0.3347,-0.018835
Doberman Pinscher,4,DP0469,M,0.2996,0.0896,-0.122842
Doberman Pinscher,4,DP0470,M,0.1275,0.1074,0.013061
Doberman Pinscher,4,DP0473,M,0.1879,-0.184,0.069641
Doberman Pinscher,4,DP0475,M,0.1435,0.1792,-0.02081
Doberman Pinscher,4,DP0479,M,0.1886,-0.1925,0.115536
Doberman Pinscher,4,DP0484,M,0.1459,0.4917,-0.076226
Doberman Pinscher,4,DP0487,F,0.1483,0.2326,-0.037668
Doberman Pinscher,4,DP0491,M,0.3259,-0.1013,-0.118379
Doberman Pinscher,4,DP0498,M,0.1623,0.1428,0.066557
Doberman Pinscher,4,DP0503,M,0.2325,-0.039,-0.006414
Doberman Pinscher,4,DP0511,M,0.2529,0.299,-0.191764
Doberman Pinscher,4,DP0514,F,0.1848,0.1408,-0.025097
Doberman Pinscher,4,DP0515,M,0.254,0.0789,-0.091679
Doberman Pinscher,4,DP0517,M,0.1483,0.1098,-0.001146
Doberman Pinscher,4,DP0521,M,0.2861,-0.1502,-0.060374
Doberman Pinscher,4,DP0526,M,0.1569,0.0994,0.035818
Doberman Pinscher,4,DP0528,M,0.1818,0.1493,-0.008953
Doberman Pinscher,4,DP0531,F,0.3295,-0.0683,-0.054056
Doberman Pinscher,4,DP0533,M,0.1909,-0.096,0.045565
Doberman Pinscher,4,DP0536,F,0.1133,0.2177,0.012578
Doberman Pinscher,4,DP0537,F,0.1848,0.3598,-0.077962
Doberman Pinscher,4,DP0541,M,0.202,-0.2103,0.047923
Doberman Pinscher,4,DP0546,M,0.2718,-0.0167,-0.026195
Doberman Pinscher,4,DP0554,F,0.2812,0.1933,-0.129727
Doberman Pinscher,4,DP0555,F,0.2193,0.0741,-0.02574
Doberman Pinscher,4,DP0563,M,0.1507,0.1848,-0.020034
Doberman Pinscher,4,DP0564,F,0.1788,0.1962,-0.056437
Doberman Pinscher,4,DP0566,F,0.2629,-0.0341,-0.0608
Doberman Pinscher,4,DP0568,F,0.1555,0.2555,-0.050215
Doberman Pinscher,4,DP0570,F,0.2341,-0.0199,-0.019211
Doberman Pinscher,4,DP0583,F,0.1879,0.1209,0.008738
Doberman Pinscher,4,DP0588,F,0.2674,-0.0065,-0.071217
Doberman Pinscher,4,DP0596,F,0.2448,-0.0679,-0.001299
Doberman Pinscher,4,DP0598,M,0.1705,-0.1714,0.077979
Doberman Pinscher,4,DP0603,M,0.1115,0.0697,0.063726
Doberman Pinscher,4,DP0607,M,0.3675,-0.1874,-0.13014
Doberman Pinscher,4,DP0616,M,0.1987,-0.2231,0.078824
Doberman Pinscher,4,DP0620,F,0.1677,0.097,0.021139
Doberman Pinscher,4,DP0622,F,0.2407,0.0627,-0.067698
Doberman Pinscher,4,DP0625,F,0.1818,0.3449,-0.114409
Doberman Pinscher,4,DP0632,M,0.223,0.0606,-0.0835
Doberman Pinscher,4,DP0637,F,0.1115,-0.181,0.105908
Doberman Pinscher,4,DP0640,M,0.1909,-0.3099,0.079006
Doberman Pinscher,4,DP0641,M,0.2304,0.0705,-0.008015
Doberman Pinscher,4,DP0645,F,0.2807,-0.1142,-0.08455
Doberman Pinscher,4,DP0647,M,0.2341,-0.0771,-0.043222
Doberman Pinscher,4,DP0649,M,0.1338,0.0992,0.019341
Doberman Pinscher,4,DP0651,M,0.2861,0.2424,-0.16237
Doberman Pinscher,4,DP0652,M,0.1233,-0.0425,0.106322
Doberman Pinscher,4,DP0654,F,0.1115,0.3062,-0.038378
Doberman Pinscher,4,DP0657,F,0.2585,-0.1535,-0.01956
Doberman Pinscher,4,DP0663,M,0.392,-0.0877,-0.23039
Doberman Pinscher,4,DP0666,F,0.5811,-0.2157,-0.231226
Doberman Pinscher,4,DP0669,M,0.2156,-0.0938,0.012339
Doberman Pinscher,4,DP0675,F,0.1953,-0.2427,0.085237
Doberman Pinscher,4,DP0678,F,0.2081,-0.219,0.061456
Doberman Pinscher,4,DP0686,M,0.3887,-0.1142,-0.152081
Doberman Pinscher,4,DP0690,F,0.1459,-0.0382,0.070604
Doberman Pinscher,4,DP0691,F,0.1987,-0.0279,0.002804
Doberman Pinscher,4,DP0692,M,0.1317,0.0812,-0.030479
Doberman Pinscher,4,DP0693,F,0.1727,0.203,-0.055975
Doberman Pinscher,4,DP0694,M,0.1483,-0.2741,0.15771
Doberman Pinscher,4,DP0695,F,0.3006,0.2457,-0.151404
Doberman Pinscher,4,DP0696,F,0.2121,-0.0616,-0.035874
Doberman Pinscher,4,DP0702,M,0.2054,-0.1579,0.083242
Doberman Pinscher,4,DP0705,F,0.2529,-0.1462,0.023436
Doberman Pinscher,4,DP0711,F,0.2407,0.1766,-0.132812
Doberman Pinscher,4,DP0713,M,0.1275,0.2805,-0.020153
Doberman Pinscher,4,DP0718,F,0.1677,-0.01,0.038926
Doberman Pinscher,4,DP0725,M,0.2156,0.0691,-0.014031
Doberman Pinscher,4,DP0733,F,0.2488,0.0761,-0.063495
Doberman Pinscher,4,DP0734,F,0.1818,0.2888,-0.035458
Doberman Pinscher,4,DP0735,M,0.2674,0.312,-0.101981
Doberman Pinscher,4,DP0742,F,0.2488,0.1433,-0.071694
Doberman Pinscher,4,DP0743,F,0.1727,-0.2186,0.142977
Doberman Pinscher,4,DP0751,F,0.1758,-0.0002,0.005133
Doberman Pinscher,4,DP0756,M,0.1953,0.1707,0.001767
Doberman Pinscher,4,DP0764,F,0.1848,0.0842,-0.054298
Doberman Pinscher,4,DP0765,M,0.2193,-0.1825,0.003699
Doberman Pinscher,4,DP0773,F,0.1254,0.0107,0.023615
Doberman Pinscher,4,DP0775,F,0.1596,0.1637,0.003851
Doberman Pinscher,4,DP0781,M,0.2193,0.0983,-0.054813
Doberman Pinscher,4,DP0789,F,0.2585,0.0431,-0.055181
Doberman Pinscher,4,DP0791,M,0.1459,0.0068,0.025994
Doberman Pinscher,4,DP0802,M,0.1623,0.1093,0.024562
Doberman Pinscher,4,DP0807,F,0.1411,0.4218,-0.085008
Doberman Pinscher,4,DP0809,F,0.223,0.2321,-0.029395
Doberman Pinscher,4,DP0812,M,0.3295,-0.3809,0.018722
Doberman Pinscher,4,DP0815,M,0.1623,0.0737,-0.028896
Doberman Pinscher,4,DP0816,M,0.1133,0.3422,-0.039432
Doberman Pinscher,4,DP0818,F,0.2193,-0.1154,-3.7e-05
Doberman Pinscher,4,DP0823,M,0.2996,0.3216,-0.214498
Doberman Pinscher,4,DP0826,F,0.2718,-0.1068,-0.015333
Doberman Pinscher,4,DP0828,F,0.1542,0.1117,0.011524
Doberman Pinscher,4,DP0842,M,0.1879,-0.0272,0.012788
Doberman Pinscher,4,DP0844,F,0.1677,0.0693,-0.017461
Doberman Pinscher,4,DP0848,M,0.2488,0.1097,-0.091363
Doberman Pinscher,4,DP0849,M,0.1623,-0.1363,0.067136
Doberman Pinscher,4,DP0851,F,0.1818,-0.0027,0.021244
Doberman Pinscher,4,DP0853,M,0.4242,-0.1887,-0.197697
Doberman Pinscher,4,DP0854,F,0.1788,0.1412,-0.037857
Doberman Pinscher,5,DP0003,F,0.1296,0.0735,0.066151
