id,strategy,breed_suffix,breed_id,replicate_num,completed_at,pop_size,loci,gen0_he,gen20_he,he_delta,gen0_ho,gen20_ho,ho_delta,gen0_fis,gen20_fis,fis_delta,gen0_ne,gen20_ne,ne_delta,gen0_na,gen20_na,na_delta,gen0_total_alleles,gen20_total_alleles,total_alleles_delta,gen0_oi,gen20_oi,oi_delta,gen0_ir,gen20_ir,ir_delta,gen0_band_infr,gen20_band_infr,band_infr_delta,gen0_band_norm,gen20_band_norm,band_norm_delta,gen0_band_hfreq,gen20_band_hfreq,band_hfreq_delta
1,OI,dp,16,1,2026-07-13 08:36:02,200,33,0.5079,0.7954,0.2875,0.4811,0.7935,0.3124,0.0491,0.0018,-0.0473,2.3139,5.4506,3.1367,6.27,5.64,-0.63,207,186,-21,0.228998,1.75979,1.53079,0.055273,0.003142,-0.052131,0.63285,0.06989,-0.56296,0.101449,0.86022,0.758771,0.2657,0.06989,-0.19581
2,IR,dp,16,1,2026-07-13 08:38:10,200,33,0.5079,0.6499,0.142,0.4811,0.7282,0.2471,0.0491,-0.1199,-0.169,2.3139,3.0416,0.7277,6.27,4.79,-1.48,207,158,-49,0.228998,0.396464,0.167466,0.055273,-0.124191,-0.179464,0.63285,0.4557,-0.17715,0.101449,0.17089,0.069441,0.2657,0.37342,0.10772
3,AGR,dp,16,1,2026-07-13 08:41:05,200,33,0.5079,0.79,0.2821,0.4811,0.7391,0.258,0.0491,0.0684,0.0193,2.3139,5.4189,3.105,6.27,5.7,-0.57,207,188,-19,0.228998,1.2031,0.974102,0.055273,0.063013,0.00774,0.63285,0.12766,-0.50519,0.101449,0.78723,0.685781,0.2657,0.08511,-0.18059
4,RANDOM,dp,16,1,2026-07-13 08:43:07,200,33,0.5079,0.482,-0.0259,0.4811,0.4812,0.0001,0.0491,0.0092,-0.0399,2.3139,2.2441,-0.0698,6.27,4.42,-1.85,207,146,-61,0.228998,0.326019,0.097021,0.055273,0.003937,-0.051336,0.63285,0.55479,-0.07806,0.101449,0.15753,0.056081,0.2657,0.28767,0.02197
5,OI,dp,16,2,2026-07-13 08:48:40,200,33,0.509,0.7882,0.2792,0.5045,0.7945,0.29,0.0192,-0.0076,-0.0268,2.3378,5.3414,3.0036,6.03,5.45,-0.58,199,180,-19,0.23288,1.55717,1.32429,0.012026,-0.007727,-0.019753,0.638191,0.03333,-0.604861,0.080402,0.94444,0.864038,0.281407,0.02222,-0.259187
6,IR,dp,16,2,2026-07-13 08:50:51,200,33,0.509,0.6563,0.1473,0.5045,0.7224,0.2179,0.0192,-0.1029,-0.1221,2.3378,3.0929,0.7551,6.03,4.85,-1.18,199,160,-39,0.23288,0.436669,0.203789,0.012026,-0.10372,-0.115746,0.638191,0.43125,-0.206941,0.080402,0.23125,0.150848,0.281407,0.3375,0.056093
7,AGR,dp,16,2,2026-07-13 08:53:37,200,33,0.509,0.7779,0.2689,0.5045,0.7318,0.2273,0.0192,0.0626,0.0434,2.3378,5.23,2.8922,6.03,5.64,-0.39,199,186,-13,0.23288,1.24771,1.01483,0.012026,0.057512,0.045486,0.638191,0.12366,-0.514531,0.080402,0.76344,0.683038,0.281407,0.1129,-0.168507
8,RANDOM,dp,16,2,2026-07-13 08:55:32,200,33,0.509,0.5037,-0.0053,0.5045,0.5059,0.0014,0.0192,-0.0031,-0.0223,2.3378,2.3489,0.0111,6.03,4.39,-1.64,199,145,-54,0.23288,0.29706,0.06418,0.012026,-0.005996,-0.018022,0.638191,0.56552,-0.072671,0.080402,0.08966,0.009258,0.281407,0.34483,0.063423
9,OI,dp,16,3,2026-07-13 09:04:30,200,33,0.5026,0.7943,0.2917,0.477,0.7818,0.3048,0.045,0.0153,-0.0297,2.3033,5.5579,3.2546,6.03,5.7,-0.33,199,188,-11,0.234743,2.19911,1.96437,0.055372,0.017024,-0.038348,0.623116,0.05319,-0.569926,0.100503,0.90957,0.809067,0.276382,0.03723,-0.239152
10,IR,dp,16,3,2026-07-13 09:06:44,200,33,0.5026,0.6722,0.1696,0.477,0.7523,0.2753,0.045,-0.1215,-0.1665,2.3033,3.2861,0.9828,6.03,5,-1.03,199,165,-34,0.234743,0.461267,0.226524,0.055372,-0.123134,-0.178506,0.623116,0.44848,-0.174636,0.100503,0.20606,0.105557,0.276382,0.34545,0.069068
11,AGR,dp,16,3,2026-07-13 09:09:40,200,33,0.5026,0.7712,0.2686,0.477,0.7147,0.2377,0.045,0.0771,0.0321,2.3033,5.3407,3.0374,6.03,5.64,-0.39,199,186,-13,0.234743,1.24813,1.01339,0.055372,0.071932,0.01656,0.623116,0.12366,-0.499456,0.100503,0.79032,0.689817,0.276382,0.08602,-0.190362
12,RANDOM,dp,16,3,2026-07-13 09:11:45,200,33,0.5026,0.5081,0.0055,0.477,0.5111,0.0341,0.045,0.0013,-0.0437,2.3033,2.3285,0.0252,6.03,4.48,-1.55,199,148,-51,0.234743,0.282712,0.047969,0.055372,-0.003279,-0.058651,0.623116,0.56757,-0.055546,0.100503,0.10135,0.000847,0.276382,0.33108,0.054698
13,OI,dp,16,4,2026-07-13 09:20:29,200,33,0.5011,0.7959,0.2948,0.4847,0.7948,0.3101,0.034,0.0031,-0.0309,2.304,5.3105,3.0065,5.88,5.45,-0.43,194,180,-14,0.215004,1.87677,1.66177,0.035566,0.002499,-0.033067,0.623711,0.05556,-0.568151,0.087629,0.90556,0.817931,0.28866,0.03889,-0.24977
14,IR,dp,16,4,2026-07-13 09:22:36,200,33,0.5011,0.6256,0.1245,0.4847,0.7045,0.2198,0.034,-0.1272,-0.1612,2.304,2.8466,0.5426,5.88,4.42,-1.46,194,146,-48,0.215004,0.387142,0.172138,0.035566,-0.130526,-0.166092,0.623711,0.45205,-0.171661,0.087629,0.19178,0.104151,0.28866,0.35616,0.0675
15,AGR,dp,16,4,2026-07-13 09:25:42,200,33,0.5011,0.7777,0.2766,0.4847,0.7255,0.2408,0.034,0.0684,0.0344,2.304,5.117,2.813,5.88,5.45,-0.43,194,180,-14,0.215004,1.02621,0.811206,0.035566,0.065504,0.029938,0.623711,0.12778,-0.495931,0.087629,0.76667,0.679041,0.28866,0.10556,-0.1831
16,RANDOM,dp,16,4,2026-07-13 09:27:40,200,33,0.5011,0.4688,-0.0323,0.4847,0.4671,-0.0176,0.034,0.0072,-0.0268,2.304,2.1683,-0.1357,5.88,4.21,-1.67,194,139,-55,0.215004,0.322392,0.107388,0.035566,0.009175,-0.026391,0.623711,0.56835,-0.055361,0.087629,0.11511,0.027481,0.28866,0.31655,0.02789
17,OI,dp,16,5,2026-07-13 23:28:49,200,33,0.5042,0.7851,0.2809,0.4797,0.7868,0.3071,0.0499,-0.0024,-0.0523,2.3261,5.2441,2.918,5.88,5.36,-0.52,194,177,-17,0.254195,1.74237,1.48818,0.05196,-0.002541,-0.054501,0.618557,0.05085,-0.567707,0.113402,0.9096,0.796198,0.268041,0.03955,-0.228491
18,IR,dp,16,5,2026-07-13 23:31:00,200,33,0.5042,0.6604,0.1562,0.4797,0.7392,0.2595,0.0499,-0.1212,-0.1711,2.3261,3.1922,0.8661,5.88,4.85,-1.03,194,160,-34,0.254195,0.459242,0.205047,0.05196,-0.121358,-0.173318,0.618557,0.4375,-0.181057,0.113402,0.20625,0.092848,0.268041,0.35625,0.088209
19,AGR,dp,16,5,2026-07-13 23:33:58,200,33,0.5042,0.7741,0.2699,0.4797,0.7241,0.2444,0.0499,0.0671,0.0172,2.3261,5.0695,2.7434,5.88,5.48,-0.4,194,181,-13,0.254195,0.997715,0.74352,0.05196,0.062765,0.010805,0.618557,0.12707,-0.491487,0.113402,0.73481,0.621408,0.268041,0.13812,-0.129921
20,RANDOM,dp,16,5,2026-07-13 23:35:52,200,33,0.5042,0.4858,-0.0184,0.4797,0.4895,0.0098,0.0499,-0.0019,-0.0518,2.3261,2.221,-0.1051,5.88,4.12,-1.76,194,136,-58,0.254195,0.320959,0.066764,0.05196,-0.005563,-0.057523,0.618557,0.56618,-0.052377,0.113402,0.11765,0.004248,0.268041,0.31618,0.048139
21,OI,dp,16,6,2026-07-13 23:44:43,200,33,0.5,0.7823,0.2823,0.4792,0.7867,0.3075,0.0402,-0.0052,-0.0454,2.2991,5.1714,2.8723,5.55,5.3,-0.25,183,175,-8,0.266841,1.84382,1.57698,0.043783,-0.004264,-0.048047,0.606557,0.04571,-0.560847,0.120219,0.90857,0.788351,0.273224,0.04571,-0.227514
22,IR,dp,16,6,2026-07-13 23:46:53,200,33,0.5,0.6466,0.1466,0.4792,0.7192,0.24,0.0402,-0.1156,-0.1558,2.2991,3.0862,0.7871,5.55,4.79,-0.76,183,158,-25,0.266841,0.408132,0.141291,0.043783,-0.113868,-0.157651,0.606557,0.44937,-0.157187,0.120219,0.16456,0.044341,0.273224,0.38608,0.112856
23,AGR,dp,16,6,2026-07-13 23:49:52,200,33,0.5,0.7576,0.2576,0.4792,0.6991,0.2199,0.0402,0.0833,0.0431,2.2991,4.7786,2.4795,5.55,5.09,-0.46,183,168,-15,0.266841,0.977969,0.711128,0.043783,0.075594,0.031811,0.606557,0.08333,-0.523227,0.120219,0.82143,0.701211,0.273224,0.09524,-0.177984
24,RANDOM,dp,16,6,2026-07-13 23:51:54,200,33,0.5,0.489,-0.011,0.4792,0.4986,0.0194,0.0402,-0.0202,-0.0604,2.2991,2.2406,-0.0585,5.55,4.27,-1.28,183,141,-42,0.266841,0.321007,0.054166,0.043783,-0.013961,-0.057744,0.606557,0.56738,-0.039177,0.120219,0.11348,-0.006739,0.273224,0.31915,0.045926
25,OI,dp,16,7,2026-07-13 23:54:50,200,33,0.5038,0.797,0.2932,0.4803,0.7932,0.3129,0.0426,0.004,-0.0386,2.3054,5.4375,3.1321,5.94,5.58,-0.36,196,184,-12,0.237618,1.81254,1.57492,0.050005,0.005979,-0.044026,0.627551,0.02717,-0.600381,0.096939,0.92391,0.826971,0.27551,0.04891,-0.2266
26,IR,dp,16,7,2026-07-13 23:56:52,200,33,0.5038,0.6451,0.1413,0.4803,0.7197,0.2394,0.0426,-0.1197,-0.1623,2.3054,3.105,0.7996,5.94,4.76,-1.18,196,157,-39,0.237618,0.389117,0.151499,0.050005,-0.118645,-0.16865,0.627551,0.43949,-0.188061,0.096939,0.19745,0.100511,0.27551,0.36306,0.08755
27,AGR,dp,16,7,2026-07-13 23:59:45,200,33,0.5038,0.7792,0.2754,0.4803,0.7256,0.2453,0.0426,0.071,0.0284,2.3054,5.1509,2.8455,5.94,5.39,-0.55,196,178,-18,0.237618,1.24455,1.00693,0.050005,0.067393,0.017388,0.627551,0.09551,-0.532041,0.096939,0.81461,0.717671,0.27551,0.08989,-0.18562
28,RANDOM,dp,16,7,2026-07-14 00:01:45,200,33,0.5038,0.4945,-0.0093,0.4803,0.502,0.0217,0.0426,-0.0159,-0.0585,2.3054,2.2558,-0.0496,5.94,4.36,-1.58,196,144,-52,0.237618,0.33552,0.097902,0.050005,-0.008457,-0.058462,0.627551,0.58333,-0.044221,0.096939,0.10417,0.007231,0.27551,0.3125,0.03699
29,OI,dp,16,8,2026-07-14 00:04:44,200,33,0.5065,0.7883,0.2818,0.4788,0.7967,0.3179,0.0474,-0.0118,-0.0592,2.3272,5.3657,3.0385,6,5.48,-0.52,198,181,-17,0.260763,2.41157,2.15081,0.057225,-0.00963,-0.066855,0.616162,0.0442,-0.571962,0.121212,0.90608,0.784868,0.262626,0.04972,-0.212906
30,IR,dp,16,8,2026-07-14 00:06:51,200,33,0.5065,0.6418,0.1353,0.4788,0.7232,0.2444,0.0474,-0.127,-0.1744,2.3272,3.0021,0.6749,6,4.85,-1.15,198,160,-38,0.260763,0.389133,0.12837,0.057225,-0.128115,-0.18534,0.616162,0.49375,-0.122412,0.121212,0.14375,0.022538,0.262626,0.3625,0.099874
31,AGR,dp,16,8,2026-07-14 00:09:50,200,33,0.5065,0.7857,0.2792,0.4788,0.7339,0.2551,0.0474,0.0693,0.0219,2.3272,5.2939,2.9667,6,5.61,-0.39,198,185,-13,0.260763,1.12895,0.868187,0.057225,0.064268,0.007043,0.616162,0.12973,-0.486432,0.121212,0.74054,0.619328,0.262626,0.12973,-0.132896
32,RANDOM,dp,16,8,2026-07-14 00:11:53,200,33,0.5065,0.5025,-0.004,0.4788,0.5112,0.0324,0.0474,-0.0108,-0.0582,2.3272,2.2645,-0.0627,6,4.39,-1.61,198,145,-53,0.260763,0.352896,0.092133,0.057225,-0.011351,-0.068576,0.616162,0.55172,-0.064442,0.121212,0.17241,0.051198,0.262626,0.27586,0.013234
33,OI,dp,16,9,2026-07-14 00:27:06,200,33,0.5027,0.7992,0.2965,0.4856,0.8074,0.3218,0.0349,-0.011,-0.0459,2.3054,5.5347,3.2293,6.09,5.7,-0.39,201,188,-13,0.244117,1.51634,1.27222,0.037023,-0.009809,-0.046832,0.636816,0.04787,-0.588946,0.099502,0.90957,0.810068,0.263682,0.04255,-0.221132
34,IR,dp,16,9,2026-07-14 00:29:18,200,33,0.5027,0.6461,0.1434,0.4856,0.7183,0.2327,0.0349,-0.116,-0.1509,2.3054,3.0242,0.7188,6.09,4.82,-1.27,201,159,-42,0.244117,0.404569,0.160452,0.037023,-0.113956,-0.150979,0.636816,0.44654,-0.190276,0.099502,0.19497,0.095468,0.263682,0.35849,0.094808
35,AGR,dp,16,9,2026-07-14 00:32:16,200,33,0.5027,0.7726,0.2699,0.4856,0.7205,0.2349,0.0349,0.0683,0.0334,2.3054,5.0756,2.7702,6.09,5.48,-0.61,201,181,-20,0.244117,1.13585,0.891733,0.037023,0.066296,0.029273,0.636816,0.1326,-0.504216,0.099502,0.76243,0.662928,0.263682,0.10497,-0.158712
36,RANDOM,dp,16,9,2026-07-14 00:34:17,200,33,0.5027,0.4854,-0.0173,0.4856,0.4867,0.0011,0.0349,0.0028,-0.0321,2.3054,2.2147,-0.0907,6.09,4.33,-1.76,201,143,-58,0.244117,0.338112,0.093995,0.037023,0.005028,-0.031995,0.636816,0.56643,-0.070386,0.099502,0.13986,0.040358,0.263682,0.29371,0.030028
37,OI,dp,16,10,2026-07-14 00:37:34,200,33,0.5054,0.794,0.2886,0.4814,0.8014,0.32,0.0491,-0.0093,-0.0584,2.3121,5.4629,3.1508,5.91,5.64,-0.27,195,186,-9,0.243916,1.91246,1.66854,0.049226,-0.008775,-0.058001,0.625641,0.04301,-0.582631,0.097436,0.9086,0.811164,0.276923,0.04839,-0.228533
38,IR,dp,16,10,2026-07-14 00:39:44,200,33,0.5054,0.6454,0.14,0.4814,0.7202,0.2388,0.0491,-0.1156,-0.1647,2.3121,2.996,0.6839,5.91,4.85,-1.06,195,160,-35,0.243916,0.380799,0.136883,0.049226,-0.117362,-0.166588,0.625641,0.45,-0.175641,0.097436,0.18125,0.083814,0.276923,0.36875,0.091827
39,AGR,dp,16,10,2026-07-14 00:42:45,200,33,0.5054,0.7733,0.2679,0.4814,0.7262,0.2448,0.0491,0.0618,0.0127,2.3121,5.1296,2.8175,5.91,5.42,-0.49,195,179,-16,0.243916,1.10685,0.862934,0.049226,0.058862,0.009636,0.625641,0.10056,-0.525081,0.097436,0.80447,0.707034,0.276923,0.09497,-0.181953
40,RANDOM,dp,16,10,2026-07-14 00:44:44,200,33,0.5054,0.4921,-0.0133,0.4814,0.5006,0.0192,0.0491,-0.0185,-0.0676,2.3121,2.2253,-0.0868,5.91,4.36,-1.55,195,144,-51,0.243916,0.354024,0.110108,0.049226,-0.014671,-0.063897,0.625641,0.56944,-0.056201,0.097436,0.13194,0.034504,0.276923,0.29861,0.021687
41,OI,dp,16,11,2026-07-14 00:55:52,200,33,0.5029,0.7947,0.2918,0.4848,0.7988,0.314,0.033,-0.0049,-0.0379,2.3218,5.4158,3.094,6,5.55,-0.45,198,183,-15,0.2241,1.36017,1.13607,0.038627,-0.004597,-0.043224,0.631313,0.02732,-0.603993,0.085859,0.92896,0.843101,0.282828,0.04372,-0.239108
42,IR,dp,16,11,2026-07-14 00:58:03,200,33,0.5029,0.6584,0.1555,0.4848,0.7347,0.2499,0.033,-0.1172,-0.1502,2.3218,3.1739,0.8521,6,4.73,-1.27,198,156,-42,0.2241,0.420303,0.196203,0.038627,-0.11915,-0.157777,0.631313,0.42308,-0.208233,0.085859,0.21154,0.125681,0.282828,0.36538,0.082552
43,AGR,dp,16,11,2026-07-14 01:01:07,200,33,0.5029,0.779,0.2761,0.4848,0.7367,0.2519,0.033,0.0598,0.0268,2.3218,5.2041,2.8823,6,5.48,-0.52,198,181,-17,0.2241,1.40407,1.17997,0.038627,0.052887,0.01426,0.631313,0.12155,-0.509763,0.085859,0.77348,0.687621,0.282828,0.10497,-0.177858
44,RANDOM,dp,16,11,2026-07-14 01:03:10,200,33,0.5029,0.5097,0.0068,0.4848,0.5121,0.0273,0.033,-0.0022,-0.0352,2.3218,2.3779,0.0561,6,4.45,-1.55,198,147,-51,0.2241,0.337934,0.113834,0.038627,-0.001066,-0.039693,0.631313,0.53741,-0.093903,0.085859,0.14966,0.063801,0.282828,0.31293,0.030102
45,OI,dp,16,12,2026-07-14 01:14:04,200,33,0.5047,0.8065,0.3018,0.4867,0.8055,0.3188,0.032,0.001,-0.031,2.3268,5.6689,3.3421,6.21,5.88,-0.33,205,194,-11,0.240726,1.56045,1.31972,0.038233,0.001415,-0.036818,0.62439,0.07216,-0.55223,0.117073,0.84536,0.728287,0.258537,0.08247,-0.176067
46,IR,dp,16,12,2026-07-14 01:16:05,200,33,0.5047,0.65,0.1453,0.4867,0.7295,0.2428,0.032,-0.1283,-0.1603,2.3268,3.1121,0.7853,6.21,4.52,-1.69,205,149,-56,0.240726,0.482428,0.241702,0.038233,-0.126504,-0.164737,0.62439,0.4094,-0.21499,0.117073,0.24832,0.131247,0.258537,0.34228,0.083743
47,AGR,dp,16,12,2026-07-14 01:18:58,200,33,0.5047,0.7836,0.2789,0.4867,0.7377,0.251,0.032,0.0611,0.0291,2.3268,5.2633,2.9365,6.21,5.64,-0.57,205,186,-19,0.240726,1.05496,0.814234,0.038233,0.056546,0.018313,0.62439,0.13441,-0.48998,0.117073,0.73118,0.614107,0.258537,0.13441,-0.124127
48,RANDOM,dp,16,12,2026-07-14 01:21:04,200,33,0.5047,0.4993,-0.0054,0.4867,0.4991,0.0124,0.032,0.0029,-0.0291,2.3268,2.2609,-0.0659,6.21,4.52,-1.69,205,149,-56,0.240726,0.297211,0.056485,0.038233,0.005976,-0.032257,0.62439,0.57718,-0.04721,0.117073,0.10738,-0.009693,0.258537,0.31544,0.056903
49,OI,dp,16,13,2026-07-14 01:25:26,200,33,0.5007,0.7918,0.2911,0.485,0.8,0.315,0.0304,-0.0107,-0.0411,2.2857,5.2921,3.0064,5.73,5.39,-0.34,189,178,-11,0.232738,1.87431,1.64157,0.034554,-0.009308,-0.043862,0.613757,0.01685,-0.596907,0.100529,0.9382,0.837671,0.285714,0.04494,-0.240774
50,IR,dp,16,13,2026-07-14 01:27:30,200,33,0.5007,0.6518,0.1511,0.485,0.7268,0.2418,0.0304,-0.1153,-0.1457,2.2857,3.0036,0.7179,5.73,4.58,-1.15,189,151,-38,0.232738,0.428305,0.195567,0.034554,-0.11842,-0.152974,0.613757,0.44371,-0.170047,0.100529,0.21192,0.111391,0.285714,0.34437,0.058656
51,AGR,dp,16,13,2026-07-14 01:30:42,200,33,0.5007,0.7759,0.2752,0.485,0.7259,0.2409,0.0304,0.0672,0.0368,2.2857,5.0559,2.7702,5.73,5.36,-0.37,189,177,-12,0.232738,1.17225,0.939512,0.034554,0.061419,0.026865,0.613757,0.12994,-0.483817,0.100529,0.76271,0.662181,0.285714,0.10734,-0.178374
52,RANDOM,dp,16,13,2026-07-14 01:32:46,200,33,0.5007,0.4896,-0.0111,0.485,0.4874,0.0024,0.0304,0.0111,-0.0193,2.2857,2.1975,-0.0882,5.73,4.27,-1.46,189,141,-48,0.232738,0.328321,0.095583,0.034554,0.008292,-0.026262,0.613757,0.5461,-0.067657,0.100529,0.15603,0.055501,0.285714,0.29787,0.012156
53,OI,dp,16,14,2026-07-14 01:41:23,200,33,0.5076,0.8032,0.2956,0.4818,0.8023,0.3205,0.0438,0.0018,-0.042,2.3401,5.5984,3.2583,6.3,5.82,-0.48,208,192,-16,0.228782,1.6656,1.43682,0.053503,0.001546,-0.051957,0.639423,0.07292,-0.566503,0.091346,0.86979,0.778444,0.269231,0.05729,-0.211941
54,IR,dp,16,14,2026-07-14 01:43:28,200,33,0.5076,0.642,0.1344,0.4818,0.7071,0.2253,0.0438,-0.1047,-0.1485,2.3401,3.0216,0.6815,6.3,4.67,-1.63,208,154,-54,0.228782,0.38318,0.154398,0.053503,-0.105275,-0.158778,0.639423,0.42857,-0.210853,0.091346,0.19481,0.103464,0.269231,0.37662,0.107389
55,AGR,dp,16,14,2026-07-14 01:46:33,200,33,0.5076,0.7816,0.274,0.4818,0.7317,0.2499,0.0438,0.0636,0.0198,2.3401,5.3334,2.9933,6.3,5.67,-0.63,208,187,-21,0.228782,1.17984,0.951058,0.053503,0.062576,0.009073,0.639423,0.10695,-0.532473,0.091346,0.80214,0.710794,0.269231,0.09091,-0.178321
56,RANDOM,dp,16,14,2026-07-14 01:48:29,200,33,0.5076,0.5016,-0.006,0.4818,0.4982,0.0164,0.0438,0.0061,-0.0377,2.3401,2.3231,-0.017,6.3,4.52,-1.78,208,149,-59,0.228782,0.32695,0.098168,0.053503,0.008953,-0.04455,0.639423,0.57718,-0.062243,0.091346,0.11409,0.022744,0.269231,0.30872,0.039489
57,OI,dp,16,15,2026-07-14 01:51:27,200,33,0.5096,0.7944,0.2848,0.4891,0.7826,0.2935,0.0354,0.0145,-0.0209,2.3302,5.4117,3.0815,5.91,5.58,-0.33,195,184,-11,0.23043,1.50184,1.27141,0.043504,0.0147,-0.028804,0.620513,0.05435,-0.566163,0.092308,0.91304,0.820732,0.287179,0.03261,-0.254569
58,IR,dp,16,15,2026-07-14 01:53:35,200,33,0.5096,0.658,0.1484,0.4891,0.7376,0.2485,0.0354,-0.125,-0.1604,2.3302,3.1521,0.8219,5.91,4.85,-1.06,195,160,-35,0.23043,0.453029,0.222599,0.043504,-0.123668,-0.167172,0.620513,0.44375,-0.176763,0.092308,0.2125,0.120192,0.287179,0.34375,0.056571
59,AGR,dp,16,15,2026-07-14 01:56:24,200,33,0.5096,0.7759,0.2663,0.4891,0.7195,0.2304,0.0354,0.0738,0.0384,2.3302,5.1365,2.8063,5.91,5.42,-0.49,195,179,-16,0.23043,1.27291,1.04248,0.043504,0.070883,0.027379,0.620513,0.12849,-0.492023,0.092308,0.77654,0.684232,0.287179,0.09497,-0.192209
60,RANDOM,dp,16,15,2026-07-14 01:58:26,200,33,0.5096,0.4953,-0.0143,0.4891,0.4964,0.0073,0.0354,-0.0076,-0.043,2.3302,2.2011,-0.1291,5.91,4.27,-1.64,195,141,-54,0.23043,0.342037,0.111607,0.043504,-0.00522,-0.048724,0.620513,0.53901,-0.081503,0.092308,0.17021,0.077902,0.287179,0.29078,0.003601
61,OI,dp,16,16,2026-07-14 02:01:32,200,33,0.5082,0.8065,0.2983,0.4974,0.8115,0.3141,0.0162,-0.0058,-0.022,2.3362,5.6657,3.3295,6.21,5.82,-0.39,205,192,-13,0.212375,1.89213,1.67975,0.024196,-0.005814,-0.03001,0.62439,0.05208,-0.57231,0.092683,0.91667,0.823987,0.282927,0.03125,-0.251677
62,IR,dp,16,16,2026-07-14 02:03:35,200,33,0.5082,0.6647,0.1565,0.4974,0.7323,0.2349,0.0162,-0.105,-0.1212,2.3362,3.2187,0.8825,6.21,5.03,-1.18,205,166,-39,0.212375,0.378835,0.16646,0.024196,-0.102787,-0.126983,0.62439,0.46988,-0.15451,0.092683,0.13855,0.045867,0.282927,0.39157,0.108643
63,AGR,dp,16,16,2026-07-14 02:06:36,200,33,0.5082,0.7877,0.2795,0.4974,0.7318,0.2344,0.0162,0.0754,0.0592,2.3362,5.4651,3.1289,6.21,5.79,-0.42,205,191,-14,0.212375,1.22384,1.01146,0.024196,0.06872,0.044524,0.62439,0.11518,-0.50921,0.092683,0.76963,0.676947,0.282927,0.11518,-0.167747
64,RANDOM,dp,16,16,2026-07-14 02:08:39,200,33,0.5082,0.5,-0.0082,0.4974,0.4971,-0.0003,0.0162,0.0086,-0.0076,2.3362,2.3199,-0.0163,6.21,4.67,-1.54,205,154,-51,0.212375,0.310084,0.097709,0.024196,0.012832,-0.011364,0.62439,0.57792,-0.04647,0.092683,0.12338,0.030697,0.282927,0.2987,0.015773
65,OI,dp,16,17,2026-07-14 02:12:12,200,33,0.5048,0.7936,0.2888,0.4788,0.8097,0.3309,0.0492,-0.0208,-0.07,2.3272,5.4115,3.0843,5.79,5.58,-0.21,191,184,-7,0.239034,2.45431,2.21528,0.054904,-0.019788,-0.074692,0.60733,0.05978,-0.54755,0.104712,0.88043,0.775718,0.287958,0.05978,-0.228178
66,IR,dp,16,17,2026-07-14 02:14:22,200,33,0.5048,0.6446,0.1398,0.4788,0.7192,0.2404,0.0492,-0.1171,-0.1663,2.3272,3.0973,0.7701,5.79,4.79,-1,191,158,-33,0.239034,0.413124,0.17409,0.054904,-0.119751,-0.174655,0.60733,0.44937,-0.15796,0.104712,0.18987,0.085158,0.287958,0.36076,0.072802
67,AGR,dp,16,17,2026-07-14 02:17:16,200,33,0.5048,0.7681,0.2633,0.4788,0.7198,0.241,0.0492,0.0668,0.0176,2.3272,5.086,2.7588,5.79,5.3,-0.49,191,175,-16,0.239034,1.26537,1.02634,0.054904,0.060598,0.005694,0.60733,0.10286,-0.50447,0.104712,0.83429,0.729578,0.287958,0.06286,-0.225098
68,RANDOM,dp,16,17,2026-07-14 02:19:19,200,33,0.5048,0.4651,-0.0397,0.4788,0.4645,-0.0143,0.0492,0.0006,-0.0486,2.3272,2.1135,-0.2137,5.79,4.18,-1.61,191,138,-53,0.239034,0.348572,0.109538,0.054904,0.007703,-0.047201,0.60733,0.56522,-0.04211,0.104712,0.13768,0.032968,0.287958,0.2971,0.009142
73,OI,dp,16,19,2026-07-14 02:47:03,200,33,0.5046,0.7928,0.2882,0.4789,0.7962,0.3173,0.0462,-0.0042,-0.0504,2.3209,5.3459,3.025,6.27,5.52,-0.75,207,182,-25,0.22983,1.44258,1.21275,0.053857,-0.003688,-0.057545,0.63285,0.03846,-0.59439,0.10628,0.90659,0.80031,0.26087,0.05495,-0.20592
74,IR,dp,16,19,2026-07-14 02:49:05,200,33,0.5046,0.6501,0.1455,0.4789,0.7314,0.2525,0.0462,-0.1266,-0.1728,2.3209,3.0925,0.7716,6.27,4.64,-1.63,207,153,-54,0.22983,0.491232,0.261402,0.053857,-0.127265,-0.181122,0.63285,0.43137,-0.20148,0.10628,0.22876,0.12248,0.26087,0.33987,0.079
75,AGR,dp,16,19,2026-07-14 02:51:57,200,33,0.5046,0.7869,0.2823,0.4789,0.7417,0.2628,0.0462,0.0585,0.0123,2.3209,5.3021,2.9812,6.27,5.73,-0.54,207,189,-18,0.22983,1.13319,0.90336,0.053857,0.054772,0.000915,0.63285,0.17989,-0.45296,0.10628,0.68783,0.58155,0.26087,0.13228,-0.12859
76,RANDOM,dp,16,19,2026-07-14 02:54:00,200,33,0.5046,0.4951,-0.0095,0.4789,0.4942,0.0153,0.0462,-0.0005,-0.0467,2.3209,2.2766,-0.0443,6.27,4.3,-1.97,207,142,-65,0.22983,0.349502,0.119672,0.053857,0.002786,-0.051071,0.63285,0.57042,-0.06243,0.10628,0.12676,0.02048,0.26087,0.30282,0.04195
